CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
20089000,BEATRICE LN,LILLIAN ST,,,,LILLIAN ST intersection,,6524
50774000,BEATRICE LN,END,,,,END intersection,,6526
26932000,BEAUMONT AVE,GEARY BLVD,,,,GEARY BLVD intersection,,6527
26487000,BEAUMONT AVE,ANZA ST,,,,ANZA ST intersection,,6529
32827000,BEAUMONT AVE,LONE MOUNTAIN TER,,,,LONE MOUNTAIN TER intersection,,6531
26484000,BEAUMONT AVE,TURK BLVD,,,,TURK BLVD intersection,,6533
25809000,BEAVER ST,NOE ST,,,,NOE ST intersection,,6534
25823000,BEAVER ST,CASTRO ST,,,,CASTRO ST intersection,,6536
33566000,BEAVER ST,DE FOREST WAY,,,,DE FOREST WAY intersection,,6538
25826000,BEAVER ST,15TH ST,,,,15TH ST intersection,,6540
25029000,BECKETT ST,JACKSON ST,,,,JACKSON ST intersection,,6541
24793000,BECKETT ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,6543
25040000,BEDFORD PL,JACKSON ST,,,,JACKSON ST intersection,,6544
50181000,BEDFORD PL,END,,,,END intersection,,6546
20300000,BEEMAN LN,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,6547
20301000,BEEMAN LN,RACINE LN \ WABASH TER,,,,RACINE LN \ WABASH TER intersection,,6549
33732000,BEHR AVE,JOHNSTONE DR,,,,JOHNSTONE DR intersection,,6550
33734000,BEHR AVE,JOHNSTONE DR,,,,JOHNSTONE DR intersection,,6552
26617000,BEIDEMAN ST,ELLIS ST,,,,ELLIS ST intersection,,6553
26620000,BEIDEMAN ST,OFARRELL ST,,,,OFARRELL ST intersection,,6555
25892000,BELCHER ST,DUBOCE AVE,,,,DUBOCE AVE intersection,,6556
25883000,BELCHER ST,14TH ST \ BOYNTON CT,,,,14TH ST \ BOYNTON CT intersection,,6558
24722000,BELDEN ST,BUSH ST,,,,BUSH ST intersection,,6559
30771000,BELDEN ST,PINE ST,,,,PINE ST intersection,,6561
50584000,BELGRAVE AVE,END,,,,END intersection,,6562
32918000,BELGRAVE AVE,BIGLER AVE,,,,BIGLER AVE intersection,,6564
26269000,BELGRAVE AVE,SHRADER ST,,,,SHRADER ST intersection,,6566
26288000,BELGRAVE AVE,STANYAN ST,,,,STANYAN ST intersection,,6568
50585000,BELGRAVE AVE,END,,,,END intersection,,6570
50783000,BELL CT,END,,,,END intersection,,6571
28222000,BELL CT,WHITNEY YOUNG CIR,,,,WHITNEY YOUNG CIR intersection,,6573
22300000,BELLA VISTA WAY,TERESITA BLVD,,,,TERESITA BLVD intersection,,6574
22302000,BELLA VISTA WAY,ARROYO WAY,,,,ARROYO WAY intersection,,6576
32992000,BELLA VISTA WAY,GATUN ALY,,,,GATUN ALY intersection,,6578
22363000,BELLA VISTA WAY,GAVIOTA WAY,,,,GAVIOTA WAY intersection,,6580
22365000,BELLA VISTA WAY,SEQUOIA WAY,,,,SEQUOIA WAY intersection,,6582
22368000,BELLA VISTA WAY,DORCAS WAY,,,,DORCAS WAY intersection,,6584
32991000,BELLA VISTA WAY,AVOCA ALY,,,,AVOCA ALY intersection,,6586
22369000,BELLA VISTA WAY,MOLIMO DR,,,,MOLIMO DR intersection,,6588
22381000,BELLA VISTA WAY,CRESTA VISTA DR,,,,CRESTA VISTA DR intersection,,6590
22361000,BELLA VISTA WAY,BURLWOOD DR,,,,BURLWOOD DR intersection,,6592
22357000,BELLA VISTA WAY,LOS PALMOS DR,,,,LOS PALMOS DR intersection,,6594
33010000,BELLA VISTA WAY,LOS PALMOS DR,,,,LOS PALMOS DR intersection,,6595
22358000,BELLA VISTA WAY,STANFORD HEIGHTS AVE,,,,STANFORD HEIGHTS AVE intersection,,6597
25401000,BELLAIR PL,CHESTNUT ST,,,,CHESTNUT ST intersection,,6598
25402000,BELLAIR PL,PFEIFFER ST,,,,PFEIFFER ST intersection,,6600
25409000,BELLAIR PL,FRANCISCO ST,,,,FRANCISCO ST intersection,,6602
22527000,BELLE AVE,NIANTIC AVE \ SAINT CHARLES AVE,,,,NIANTIC AVE \ SAINT CHARLES AVE intersection,,6603
22531000,BELLE AVE,CHESTER AVE,,,,CHESTER AVE intersection,,6605
51133000,BELLE AVE,END,,,,END intersection,,6607
54187000,BELLES ST,WYMAN AVE,,,,WYMAN AVE intersection,,6608
51375000,BELLES ST,BROWN ST,,,,BROWN ST intersection,,6610
51376000,BELLES ST,HAYS ST,,,,HAYS ST intersection,,6612
51377000,BELLES ST,BROWN ST,,,,BROWN ST intersection,,6614
33844000,BELLEVUE AVE,POPE ST,,,,POPE ST intersection,,6615
33603000,BELLEVUE AVE,GUTTENBERG ST,,,,GUTTENBERG ST intersection,,6617
26295000,BELMONT AVE,EDGEWOOD AVE,,,,EDGEWOOD AVE intersection,,6618
26306000,BELMONT AVE,WILLARD ST,,,,WILLARD ST intersection,,6620
26412000,BELVEDERE ST,HAIGHT ST,,,,HAIGHT ST intersection,,6621
26408000,BELVEDERE ST,WALLER ST,,,,WALLER ST intersection,,6623
26406000,BELVEDERE ST,FREDERICK ST,,,,FREDERICK ST intersection,,6625
26275000,BELVEDERE ST,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,6626
26274000,BELVEDERE ST,GRATTAN ST,,,,GRATTAN ST intersection,,6628
26273000,BELVEDERE ST,ALMA ST,,,,ALMA ST intersection,,6630
26272000,BELVEDERE ST,RIVOLI ST,,,,RIVOLI ST intersection,,6632
26262000,BELVEDERE ST,17TH ST,,,,17TH ST intersection,,6634
26201000,BELVEDERE ST,CARMEL ST,,,,CARMEL ST intersection,,6636
21873000,BEMIS ST,MIGUEL ST,,,,MIGUEL ST intersection,,6637
21883000,BEMIS ST,ADDISON ST,,,,ADDISON ST intersection,,6639
21881000,BEMIS ST,MATEO ST,,,,MATEO ST intersection,,6641
21932000,BEMIS ST,MOFFITT ST \ ROANOKE ST,,,,MOFFITT ST \ ROANOKE ST intersection,,6643
21937000,BEMIS ST,CASTRO ST \ SUSSEX ST,,,,CASTRO ST \ SUSSEX ST intersection,,6645
32995000,BENGAL ALY,LANSDALE AVE,,,,LANSDALE AVE intersection,,6646
22815000,BENGAL ALY,MIRALOMA DR,,,,MIRALOMA DR intersection,,6648
21225000,BENNINGTON ST,BOCANA ST \ EUGENIA AVE,,,,BOCANA ST \ EUGENIA AVE intersection,,6649
21221000,BENNINGTON ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,6651
21220000,BENNINGTON ST,ELLERT ST,,,,ELLERT ST intersection,,6653
21219000,BENNINGTON ST,NEWMAN ST,,,,NEWMAN ST intersection,,6655
21218000,BENNINGTON ST,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,6657
51872000,BENTON AVE,END,,,,END intersection,,6658
33323000,BENTON AVE,END,,,,END intersection,,6660
21675000,BENTON AVE,GENEBERN WAY,,,,GENEBERN WAY intersection,,6662
21239000,BENTON AVE,COLLEGE AVE,,,,COLLEGE AVE intersection,,6665
21237000,BENTON AVE,JUSTIN DR,,,,JUSTIN DR intersection,,6667
50930000,BENTON AVE,END,,,,END intersection,,6669
21228000,BENTON AVE,ARNOLD AVE,,,,ARNOLD AVE intersection,,6670
21199000,BENTON AVE,ROSCOE ST,,,,ROSCOE ST intersection,,6672
21198000,BENTON AVE,PORTER ST,,,,PORTER ST intersection,,6674
21195000,BENTON AVE,BACHE ST,,,,BACHE ST intersection,,6676
21193000,BENTON AVE,ANDOVER ST,,,,ANDOVER ST intersection,,6678
54071000,BEPLER ST,END,,,,END intersection,,6679
54072000,BEPLER ST,END,,,,END intersection,,6681
32844000,BERCUT ACCESS RD,CHAIN OF LAKES DR,,,,CHAIN OF LAKES DR intersection,,6682
50536000,BERCUT ACCESS RD,END,,,,END intersection,,6684
25578000,BERGEN ALY,HYDE ST,,,,HYDE ST intersection,,6685
50104000,BERGEN ALY,END,,,,END intersection,,6687
21991000,BERKELEY WAY,DIAMOND HEIGHTS BLVD,,,,DIAMOND HEIGHTS BLVD intersection,,6688
21999000,BERKELEY WAY,ONIQUE LN,,,,ONIQUE LN intersection,,6690
22284000,BERKELEY WAY,CRAGS CT,,,,CRAGS CT intersection,,6692
22281000,BERKELEY WAY,ONIQUE LN,,,,ONIQUE LN intersection,,6694
22282000,BERKELEY WAY,DIAMOND HEIGHTS BLVD,,,,DIAMOND HEIGHTS BLVD intersection,,6696
23328000,BERKSHIRE WAY,BROOKHAVEN LN \ COUNTRY CLUB DR,,,,BROOKHAVEN LN \ COUNTRY CLUB DR intersection,,6697
23329000,BERKSHIRE WAY,LAKE MERCED BLVD \ LAKESHORE DR,,,,LAKE MERCED BLVD \ LAKESHORE DR intersection,,6699
33307000,BERNAL HEIGHTS BLVD,CARVER ST,,,,CARVER ST intersection,,6700
21266000,BERNAL HEIGHTS BLVD,ELLSWORTH ST,,,,ELLSWORTH ST intersection,,6702
33740000,BERNAL HEIGHTS BLVD,ANDERSON ST,,,,ANDERSON ST intersection,,6704
54192000,BERNAL HEIGHTS BLVD,END,,,,END intersection,,6706
50891000,BERNAL HEIGHTS BLVD,END,,,,END intersection,,6708
35000000,BERNAL HEIGHTS BLVD,FOLSOM ST,,,,FOLSOM ST intersection,,6710
21110000,BERNAL HEIGHTS BLVD,END,,,,END intersection,,6712
33294000,BERNAL HEIGHTS BLVD,NEVADA ST \ POWHATTAN AVE,,,,NEVADA ST \ POWHATTAN AVE intersection,,6713
21144000,BERNAL HEIGHTS BLVD,ROSENKRANZ ST,,,,ROSENKRANZ ST intersection,,6715
21102000,BERNAL HEIGHTS BLVD,CARVER ST \ CHAPMAN ST,,,,CARVER ST \ CHAPMAN ST intersection,,6717
33298000,BERNAL HEIGHTS BLVD,BRADFORD ST,,,,BRADFORD ST intersection,,6719
21107000,BERNAL HEIGHTS BLVD,BRADFORD ST,,,,BRADFORD ST intersection,,6721
25129000,BERNARD ST,TAYLOR ST,,,,TAYLOR ST intersection,,6723
25264000,BERNARD ST,JONES ST,,,,JONES ST intersection,,6725
25283000,BERNARD ST,LEAVENWORTH ST,,,,LEAVENWORTH ST intersection,,6727
27870000,BERNICE RODGERS WAY,MARTIN LUTHER KING JR DR,,,,MARTIN LUTHER KING JR DR intersection,,6728
32842000,BERNICE RODGERS WAY,JOHN F KENNEDY DR,,,,JOHN F KENNEDY DR intersection,,6730
24236000,BERNICE ST,12TH ST,,,,12TH ST intersection,,6731
33030000,BERNICE ST,13TH ST,,,,13TH ST intersection,,6733
34189000,BERRY EXTENSION ST,BERRY ST,,,,BERRY ST intersection,,6734
34187000,BERRY EXTENSION ST,MISSION BAY DR,,,,MISSION BAY DR intersection,,6736
23591000,BERRY ST,END,,,,END intersection,,6737
23590000,BERRY ST,END,,,,END intersection,,6739
23796000,BERRY ST,03RD ST,,,,03RD ST intersection,,6740
23797000,BERRY ST,04TH ST,,,,04TH ST intersection,,6742
23818000,BERRY ST,05TH ST,,,,05TH ST intersection,,6744
23795000,BERRY ST,06TH ST,,,,06TH ST intersection,,6746
34188000,BERRY ST,KING ST,,,,KING ST intersection,,6748
34189000,BERRY ST,BERRY EXTENSION ST,,,,BERRY EXTENSION ST intersection,,6750
23851000,BERRY ST,07TH ST,,,,07TH ST intersection,,6752
23860000,BERRY ST,DE HARO ST,,,,DE HARO ST intersection,,6754
20086000,BERTHA LN,HARBOR RD,,,,HARBOR RD intersection,,6755
20087000,BERTHA LN,HUDSON AVE,,,,HUDSON AVE intersection,,6757
54017000,BERTIE MINOR LN,WESTERN SHORE LN,,,,WESTERN SHORE LN intersection,,6758
54019000,BERTIE MINOR LN,END,,,,END intersection,,6760
51083000,BERTITA ST,END,,,,END intersection,,6761
33442000,BERTITA ST,UNNAMED 027,,,,UNNAMED 027 intersection,,6763
22048000,BERTITA ST,SENECA AVE,,,,SENECA AVE intersection,,6765
50020000,BERWICK PL,END,,,,END intersection,,6766
24255000,BERWICK PL,HERON ST,,,,HERON ST intersection,,6768
24256000,BERWICK PL,HARRISON ST,,,,HARRISON ST intersection,,6770
50900000,BESSIE ST,END,,,,END intersection,,6771
21176000,BESSIE ST,MANCHESTER ST,,,,MANCHESTER ST intersection,,6773
21175000,BESSIE ST,FOLSOM ST \ PRECITA AVE,,,,FOLSOM ST \ PRECITA AVE intersection,,6775
21286000,BESSIE ST,MIRABEL AVE \ SHOTWELL ST,,,,MIRABEL AVE \ SHOTWELL ST intersection,,6777
26411000,BEULAH ST,COLE ST,,,,COLE ST intersection,,6778
26425000,BEULAH ST,SHRADER ST,,,,SHRADER ST intersection,,6780
26428000,BEULAH ST,STANYAN ST,,,,STANYAN ST intersection,,6782
22551000,BEVERLY ST,19TH AVE \ RANDOLPH ST \ SARGENT ST,,,,19TH AVE \ RANDOLPH ST \ SARGENT ST intersection,,6783
22725000,BEVERLY ST,SHIELDS ST,,,,SHIELDS ST intersection,,6785
22728000,BEVERLY ST,GARFIELD ST,,,,GARFIELD ST intersection,,6787
22740000,BEVERLY ST,HOLLOWAY AVE,,,,HOLLOWAY AVE intersection,,6789
34104000,BIGELOW CT,13TH TI ST,,,,13TH TI ST intersection,,6790
53031000,BIGELOW CT,END,,,,END intersection,,6792
32918000,BIGLER AVE,BELGRAVE AVE,,,,BELGRAVE AVE intersection,,6793
26260000,BIGLER AVE,CLARENDON AVE \ TWIN PEAKS BLVD,,,,CLARENDON AVE \ TWIN PEAKS BLVD intersection,,6795
25944000,BIRCH ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,6796
25937000,BIRCH ST,LAGUNA ST,,,,LAGUNA ST intersection,,6798
33682000,BIRCHWOOD CT,SADDLEBACK DR,,,,SADDLEBACK DR intersection,,6799
33681000,BIRCHWOOD CT,SADDLEBACK DR,,,,SADDLEBACK DR intersection,,6801
50689000,BIRD ST,END,,,,END intersection,,6802
25686000,BIRD ST,DEARBORN ST,,,,DEARBORN ST intersection,,6804
51182000,BIRMINGHAM RD,GENERAL KENNEDY AVE,,,,GENERAL KENNEDY AVE intersection,,6805
51223000,BIRMINGHAM RD,KENDALL DR,,,,KENDALL DR intersection,,6807
51227000,BIRMINGHAM RD,END,,,,END intersection,,6809
20587000,BISHOP ST,ANKENY ST,,,,ANKENY ST intersection,,6810
51973000,BISHOP ST,END,,,,END intersection,,6812
20584000,BISHOP ST,HARKNESS AVE,,,,HARKNESS AVE intersection,,6814
34008000,BITTING AVE,NEWHALL ST,,,,NEWHALL ST intersection,,6815
34005000,BITTING AVE,KALMANOVITZ ST,,,,KALMANOVITZ ST intersection,,6817
25492000,BLACK PL,UNION ST,,,,UNION ST intersection,,6818
50108000,BLACK PL,END,,,,END intersection,,6820
26711000,BLACKSTONE CT,FRANKLIN ST,,,,FRANKLIN ST intersection,,6821
50378000,BLACKSTONE CT,END,,,,END intersection,,6823
33048000,BLAIR TER,WISCONSIN ST,,,,WISCONSIN ST intersection,,6824
23689000,BLAIR TER,26TH ST,,,,26TH ST intersection,,6826
32909000,BLAIRWOOD LN,CRESTMONT DR,,,,CRESTMONT DR intersection,,6827
32908000,BLAIRWOOD LN,CHRISTOPHER DR,,,,CHRISTOPHER DR intersection,,6829
32905000,BLAIRWOOD LN,OAK PARK DR,,,,OAK PARK DR intersection,,6831
32906000,BLAIRWOOD LN,WARREN DR,,,,WARREN DR intersection,,6833
50511000,BLAKE ST,END,,,,END intersection,,6834
26909000,BLAKE ST,GEARY BLVD,,,,GEARY BLVD intersection,,6836
26468000,BLAKE ST,ANZA ST,,,,ANZA ST intersection,,6838
50709000,BLANCHE ST,END,,,,END intersection,,6839
25653000,BLANCHE ST,23RD ST,,,,23RD ST intersection,,6841
25652000,BLANCHE ST,ELIZABETH ST,,,,ELIZABETH ST intersection,,6843
20299000,BLANKEN AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,6844
20289000,BLANKEN AVE,TUNNEL AVE,,,,TUNNEL AVE intersection,,6846
20285000,BLANKEN AVE,WHEELER AVE,,,,WHEELER AVE intersection,,6848
20282000,BLANKEN AVE,PENINSULA AVE,,,,PENINSULA AVE intersection,,6850
20274000,BLANKEN AVE,TOCOLOMA AVE,,,,TOCOLOMA AVE intersection,,6852
20271000,BLANKEN AVE,NUEVA AVE,,,,NUEVA AVE intersection,,6854
20268000,BLANKEN AVE,GILLETTE AVE,,,,GILLETTE AVE intersection,,6856
20263000,BLANKEN AVE,EXECUTIVE PARK BLVD,,,,EXECUTIVE PARK BLVD intersection,,6858
51308000,BLISS RD,MONTGOMERY ST,,,,MONTGOMERY ST intersection,,6859
51306000,BLISS RD,TAYLOR RD,,,,TAYLOR RD intersection,,6861
51305000,BLISS RD,INFANTRY TER,,,,INFANTRY TER intersection,,6863
23822000,BLUXOME ST,04TH ST,,,,04TH ST intersection,,6864
23824000,BLUXOME ST,05TH ST,,,,05TH ST intersection,,6866
23886000,BLUXOME ST,06TH ST,,,,06TH ST intersection,,6868
20414000,BLYTHDALE AVE,HAHN ST,,,,HAHN ST intersection,,6869
20423000,BLYTHDALE AVE,SANTOS ST,,,,SANTOS ST intersection,,6871
20431000,BLYTHDALE AVE,BROOKDALE AVE,,,,BROOKDALE AVE intersection,,6873
50799000,BOALT ST,END,,,,END intersection,,6874
51940000,BOALT ST,CARROLL AVE,,,,CARROLL AVE intersection,,6876
51939000,BOALT ST,DONNER AVE,,,,DONNER AVE intersection,,6878
51950000,BOALT ST,GILMAN AVE,,,,GILMAN AVE intersection,,6879
51949000,BOALT ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,6881
23914000,BOARDMAN PL,BRYANT ST,,,,BRYANT ST intersection,,6882
23912000,BOARDMAN PL,FARGO PL,,,,FARGO PL intersection,,6884
23913000,BOARDMAN PL,BRANNAN ST,,,,BRANNAN ST intersection,,6886
50146000,BOB KAUFMAN ALY,END,,,,END intersection,,6887
30715000,BOB KAUFMAN ALY,FILBERT ST,,,,FILBERT ST intersection,,6889
50905000,BOCANA ST,END,,,,END intersection,,6890
21275000,BOCANA ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,6892
21225000,BOCANA ST,BENNINGTON ST \ EUGENIA AVE,,,,BENNINGTON ST \ EUGENIA AVE intersection,,6894
21246000,BOCANA ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,6896
21245000,BOCANA ST,ELLERT ST,,,,ELLERT ST intersection,,6898
21244000,BOCANA ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,6900
24584000,BONIFACIO ST,TANDANG SORA,,,,TANDANG SORA intersection,,6901
24585000,BONIFACIO ST,MABINI ST,,,,MABINI ST intersection,,6903
24581000,BONIFACIO ST,LAPU-LAPU ST,,,,LAPU-LAPU ST intersection,,6905
25318000,BONITA ST,POLK ST,,,,POLK ST intersection,,6906
50377000,BONITA ST,END,,,,END intersection,,6908
23327000,BONNIE BRAE LN,COUNTRY CLUB DR,,,,COUNTRY CLUB DR intersection,,6909
23316000,BONNIE BRAE LN,LAKESHORE DR,,,,LAKESHORE DR intersection,,6911
