,inter1,inter2,node,x_loc,y_loc
0,1ST ST,BUSH ST,1ST ST | BUSH ST | ,37.791053,-122.399187
4363,CALIFORNIA ST,20TH AVE,"CALIFORNIA ST | 20TH AVE | CALIFORNIA ST, 19TH AVE,CALIFORNIA ST, 21ST AVE,20TH AVE, LAKE ST,20TH AVE, CLEMENT ST",37.784128,-122.479669
4364,CALIFORNIA ST,21ST AVE,"CALIFORNIA ST | 21ST AVE | CALIFORNIA ST, 20TH AVE,CALIFORNIA ST, 22ND AVE,21ST AVE, LAKE ST,21ST AVE, CLEMENT ST",37.784081,-122.480753
4365,CALIFORNIA ST,22ND AVE,"CALIFORNIA ST | 22ND AVE | CALIFORNIA ST, 21ST AVE,CALIFORNIA ST, 23RD AVE,22ND AVE, LAKE ST,22ND AVE, CLEMENT ST",37.784032,-122.481813
4366,CALIFORNIA ST,23RD AVE,"CALIFORNIA ST | 23RD AVE | CALIFORNIA ST, 22ND AVE,CALIFORNIA ST, 24TH AVE,23RD AVE, LAKE ST,23RD AVE, CLEMENT ST",37.783979,-122.482882
4367,CALIFORNIA ST,24TH AVE,"CALIFORNIA ST | 24TH AVE | CALIFORNIA ST, 23RD AVE,CALIFORNIA ST, 25TH AVE,24TH AVE, LAKE ST,24TH AVE, CLEMENT ST",37.783931,-122.483930
4368,CALIFORNIA ST,25TH AVE,"CALIFORNIA ST | 25TH AVE | CALIFORNIA ST, 24TH AVE,CALIFORNIA ST, 26TH AVE,25TH AVE, LAKE ST,25TH AVE, CLEMENT ST",37.783882,-122.484972
4369,CALIFORNIA ST,26TH AVE,"CALIFORNIA ST | 26TH AVE | CALIFORNIA ST, 25TH AVE,CALIFORNIA ST, 27TH AVE,26TH AVE, LAKE ST,26TH AVE, CLEMENT ST",37.783833,-122.486089
4370,CALIFORNIA ST,27TH AVE,"CALIFORNIA ST | 27TH AVE | CALIFORNIA ST, 26TH AVE,CALIFORNIA ST, 28TH AVE,27TH AVE, LAKE ST,27TH AVE, CLEMENT ST",37.783785,-122.487151
4371,CALIFORNIA ST,28TH AVE,"CALIFORNIA ST | 28TH AVE | CALIFORNIA ST, 27TH AVE,CALIFORNIA ST, 29TH AVE,28TH AVE, LAKE ST,28TH AVE, CLEMENT ST",37.783739,-122.488228
4372,CALIFORNIA ST,29TH AVE,"CALIFORNIA ST | 29TH AVE | CALIFORNIA ST, 28TH AVE,CALIFORNIA ST, 30TH AVE,29TH AVE, LAKE ST,29TH AVE, CLEMENT ST",37.783689,-122.489301
4373,CALIFORNIA ST,30TH AVE,"CALIFORNIA ST | 30TH AVE | CALIFORNIA ST, 29TH AVE,CALIFORNIA ST, 31ST AVE,30TH AVE, SEA VIEW TER,30TH AVE, CLEMENT ST",37.783645,-122.490375
4374,CALIFORNIA ST,31ST AVE,"CALIFORNIA ST | 31ST AVE | CALIFORNIA ST, 30TH AVE,CALIFORNIA ST, 32ND AVE,31ST AVE, SEA VIEW TER,31ST AVE, CLEMENT ST",37.783590,-122.491447
4375,CALIFORNIA ST,32ND AVE,"CALIFORNIA ST | 32ND AVE | CALIFORNIA ST, 31ST AVE,CALIFORNIA ST, END,32ND AVE, EL CAMINO DEL MAR,32ND AVE, MARVEL CT",37.783536,-122.492514
4382,CAMBON DR,CARDENAS AVE,"CAMBON DR | CARDENAS AVE | CAMBON DR, CASTELO AVE,CARDENAS AVE, GONZALEZ DR",37.719036,-122.474878
4383,CAMBON DR,CASTELO AVE,"CAMBON DR | CASTELO AVE | CAMBON DR, CARDENAS AVE,CAMBON DR, FONT BLVD,CASTELO AVE, GONZALEZ DR",37.717514,-122.474386
4385,CAMBRIDGE ST,STONEYBROOK AVE,"CAMBRIDGE ST | STONEYBROOK AVE | CAMBRIDGE ST, STONEYFORD AVE,STONEYBROOK AVE, ALEMANY BLVD,STONEYBROOK AVE, GLADSTONE DR",37.731106,-122.421775
4386,CAMBRIDGE ST,STONEYFORD AVE,"CAMBRIDGE ST | STONEYFORD AVE | CAMBRIDGE ST, STONEYBROOK AVE,CAMBRIDGE ST, GLADSTONE DR,STONEYFORD AVE, GLADSTONE DR",37.731330,-122.420999
4387,CAMBRIDGE ST,GLADSTONE DR,"CAMBRIDGE ST | GLADSTONE DR | CAMBRIDGE ST, STONEYFORD AVE,CAMBRIDGE ST, WEST VIEW AVE,GLADSTONE DR, SUNGLOW LN",37.731466,-122.420226
4389,CAMBRIDGE ST,SWEENY ST,"CAMBRIDGE ST | SWEENY ST | CAMBRIDGE ST, WEST VIEW AVE,CAMBRIDGE ST, SILVER AVE,SWEENY ST, PRINCETON ST",37.730438,-122.419384
4390,CAMBRIDGE ST,SILVER AVE,"CAMBRIDGE ST | SILVER AVE | CAMBRIDGE ST, SWEENY ST,CAMBRIDGE ST, PIOCHE ST,SILVER AVE, OXFORD ST,SILVER AVE, YALE ST",37.729064,-122.419500
4391,CAMBRIDGE ST,PIOCHE ST,"CAMBRIDGE ST | PIOCHE ST | CAMBRIDGE ST, SILVER AVE,CAMBRIDGE ST, SILLIMAN ST,PIOCHE ST, OXFORD ST",37.728831,-122.419409
4392,CAMBRIDGE ST,SILLIMAN ST,"CAMBRIDGE ST | SILLIMAN ST | CAMBRIDGE ST, PIOCHE ST,CAMBRIDGE ST, FELTON ST,SILLIMAN ST, YALE ST,SILLIMAN ST, OXFORD ST",37.727628,-122.418907
4393,CAMBRIDGE ST,FELTON ST,"CAMBRIDGE ST | FELTON ST | CAMBRIDGE ST, SILLIMAN ST,CAMBRIDGE ST, BURROWS ST,FELTON ST, YALE ST,FELTON ST, OXFORD ST",37.726437,-122.418418
4394,CAMBRIDGE ST,BURROWS ST,"CAMBRIDGE ST | BURROWS ST | CAMBRIDGE ST, FELTON ST,CAMBRIDGE ST, BACON ST,BURROWS ST, BOWDOIN ST,BURROWS ST, OXFORD ST",37.725237,-122.417916
4395,CAMBRIDGE ST,BACON ST,"CAMBRIDGE ST | BACON ST | CAMBRIDGE ST, BURROWS ST,CAMBRIDGE ST, WAYLAND ST,BACON ST, AMHERST ST,BACON ST, OXFORD ST",37.724023,-122.417427
4396,CAMBRIDGE ST,WAYLAND ST,"CAMBRIDGE ST | WAYLAND ST | CAMBRIDGE ST, BACON ST,CAMBRIDGE ST, JOHN F SHELLEY DR,WAYLAND ST, YALE ST,WAYLAND ST, OXFORD ST",37.722848,-122.416896
4397,CAMBRIDGE ST,JOHN F SHELLEY DR,"CAMBRIDGE ST | JOHN F SHELLEY DR | CAMBRIDGE ST, WAYLAND ST,JOHN F SHELLEY DR, MANSELL ST,JOHN F SHELLEY DR, MANSELL ST",37.721809,-122.416484
4398,CAMELLIA AVE,ADMIRAL AVE,"CAMELLIA AVE | ADMIRAL AVE | CAMELLIA AVE, CASTLE MANOR AVE,ADMIRAL AVE, MISSION ST,ADMIRAL AVE, ALEMANY BLVD",37.730314,-122.430908
4399,CAMELLIA AVE,CASTLE MANOR AVE,"CAMELLIA AVE | CASTLE MANOR AVE | CAMELLIA AVE, ADMIRAL AVE,CAMELLIA AVE, SILVER AVE,CASTLE MANOR AVE, MAYNARD ST",37.729700,-122.431573
4400,CAMELLIA AVE,SILVER AVE,"CAMELLIA AVE | SILVER AVE | CAMELLIA AVE, CASTLE MANOR AVE,SILVER AVE, ALEMANY BLVD,SILVER AVE, MISSION ST",37.729289,-122.432308
4401,CAMEO WAY,AMBER DR,"CAMEO WAY | AMBER DR | CAMEO WAY, CORALINO LN,AMBER DR, DUNCAN ST,AMBER DR, AMETHYST WAY",37.746126,-122.444278
4402,CAMEO WAY,CORALINO LN,"CAMEO WAY | CORALINO LN | CAMEO WAY, AMBER DR,CAMEO WAY, DUNCAN ST,CORALINO LN, AMBER DR",37.744854,-122.443239
4403,CAMEO WAY,DUNCAN ST,"CAMEO WAY | DUNCAN ST | CAMEO WAY, CORALINO LN,DUNCAN ST, AMBER DR,DUNCAN ST, AMBER DR",37.745178,-122.442952
4404,CAMERON WAY,GRIFFITH ST,"CAMERON WAY | GRIFFITH ST | CAMERON WAY, NICHOLS WAY,GRIFFITH ST, CARROLL AVE,GRIFFITH ST, FITZGERALD AVE",37.720051,-122.385615
4405,CAMERON WAY,NICHOLS WAY,"CAMERON WAY | NICHOLS WAY | CAMERON WAY, GRIFFITH ST,CAMERON WAY, DOUBLE ROCK ST,NICHOLS WAY, CAMERON WAY",37.720357,-122.386243
4407,CAMERON WAY,NICHOLS WAY,"CAMERON WAY | NICHOLS WAY | CAMERON WAY, DOUBLE ROCK ST,CAMERON WAY, FITZGERALD AVE,NICHOLS WAY, CAMERON WAY",37.720357,-122.386243
4408,CAMERON WAY,FITZGERALD AVE,"CAMERON WAY | FITZGERALD AVE | CAMERON WAY, NICHOLS WAY,FITZGERALD AVE, GRIFFITH ST,FITZGERALD AVE, HAWES ST",37.719693,-122.389112
4409,CAMP ST,ALBION ST,"CAMP ST | ALBION ST | CAMP ST, GUERRERO ST,ALBION ST, 16TH ST,ALBION ST, 17TH ST",37.764035,-122.422809
4410,CAMP ST,GUERRERO ST,"CAMP ST | GUERRERO ST | CAMP ST, ALBION ST,GUERRERO ST, 16TH ST,GUERRERO ST, 17TH ST",37.763976,-122.424038
4411,CAMPBELL AVE,SAN BRUNO AVE,"CAMPBELL AVE | SAN BRUNO AVE | CAMPBELL AVE, BRUSSELS ST,SAN BRUNO AVE, 3RD ST,SAN BRUNO AVE, BEEMAN LN",37.715417,-122.399550
